,mode,variable,value
0,photo,tau_main,0.5115395133426048
1,photo,tau_main,0.0924276497044133
2,photo,tau_main,0.2506780734220609
3,photo,tau_main,0.4938309590317795
4,photo,tau_main,0.5301230925496141
5,photo,tau_main,0.5259648482759973
6,photo,tau_main,0.23989150484766697
7,photo,tau_main,0.2504136385092214
8,photo,tau_main,0.248981810774828
9,photo,tau_main,0.24731150510265767
10,photo,tau_main,0.2420931226769344
11,photo,tau_main,0.5202818073772277
12,photo,tau_main,0.5060494039022629
13,photo,tau_main,0.2503731643228496
14,photo,tau_main,0.24027846105231082
15,photo,tau_main,0.24444747243874781
16,photo,tau_main,0.23319913992781766
17,photo,tau_main,0.25442570992513813
18,photo,tau_main,0.2402563722628162
19,photo,tau_main,0.14633467779373519
20,spectro,tau_main,0.5150182275587097
21,spectro,tau_main,0.0800329650438909
22,spectro,tau_main,0.2272348714611776
23,spectro,tau_main,0.48030884372422106
24,spectro,tau_main,0.5144945570284732
25,spectro,tau_main,0.49482355144007945
26,spectro,tau_main,0.25673549340656626
27,spectro,tau_main,0.24829735024224434
28,spectro,tau_main,0.23394594149019607
29,spectro,tau_main,0.24263434460019592
30,spectro,tau_main,0.2494988360026714
31,spectro,tau_main,0.5373423013164089
32,spectro,tau_main,0.4890821510618701
33,spectro,tau_main,0.2502607052765296
34,spectro,tau_main,0.23944598800984673
35,spectro,tau_main,0.24686064940326044
36,spectro,tau_main,0.23414717381016378
37,spectro,tau_main,0.2476054398156207
38,spectro,tau_main,0.26515279262542574
39,spectro,tau_main,0.1501061642824511
40,photo+spectro,tau_main,0.5167420028238457
41,photo+spectro,tau_main,0.08889093212730403
42,photo+spectro,tau_main,0.22469626056908115
43,photo+spectro,tau_main,0.5116519982986945
44,photo+spectro,tau_main,0.4971107852736474
45,photo+spectro,tau_main,0.48791946645926176
46,photo+spectro,tau_main,0.25035896564910687
47,photo+spectro,tau_main,0.239707833330331
48,photo+spectro,tau_main,0.23390414351601535
49,photo+spectro,tau_main,0.23452399512450864
50,photo+spectro,tau_main,0.24238223468494016
51,photo+spectro,tau_main,0.5240406177718387
52,photo+spectro,tau_main,0.5276097665949901
53,photo+spectro,tau_main,0.25331620336948873
54,photo+spectro,tau_main,0.24790949667126172
55,photo+spectro,tau_main,0.24948373844385788
56,photo+spectro,tau_main,0.26676126375531023
57,photo+spectro,tau_main,0.2307230099654947
58,photo+spectro,tau_main,0.25971564979172945
59,photo+spectro,tau_main,0.09515961950164728
60,photo,age_main,3.980466859341593
61,photo,age_main,3.907408450274988
62,photo,age_main,4.1585678482933455
63,photo,age_main,1.213417447750919
64,photo,age_main,1.3961872647206468
65,photo,age_main,4.003807327960636
66,photo,age_main,3.7671040730907306
67,photo,age_main,3.904923859705352
68,photo,age_main,3.6729818093985904
69,photo,age_main,1.9532663144104145
70,photo,age_main,3.486237787346584
71,photo,age_main,3.863993820792766
72,photo,age_main,4.458734860891194
73,photo,age_main,0.24913747984702778
74,photo,age_main,3.607303022413963
75,photo,age_main,1.8033338223159927
76,photo,age_main,1.1904475492900537
77,photo,age_main,4.571783515980897
78,photo,age_main,1.2574950406286338
79,photo,age_main,0.6210956427946397
80,spectro,age_main,0.66047433427533
81,spectro,age_main,1.1835275748637268
82,spectro,age_main,1.5489957684559836
83,spectro,age_main,0.16350962871998428
84,spectro,age_main,0.11672711618128892
85,spectro,age_main,0.504481088053911
86,spectro,age_main,4.781430138519644
87,spectro,age_main,5.512485061751717
88,spectro,age_main,0.4829277561649897
89,spectro,age_main,0.09427172765711316
90,spectro,age_main,0.3750108425042797
91,spectro,age_main,1.4483420235341187
92,spectro,age_main,0.8652236383066491
93,spectro,age_main,0.6551739039520242
94,spectro,age_main,0.8144549345143103
95,spectro,age_main,0.11849817314126904
96,spectro,age_main,0.4919033844178741
97,spectro,age_main,1.1468611018206212
98,spectro,age_main,0.46903772389715165
99,spectro,age_main,0.06069253607087209
100,photo+spectro,age_main,0.8994095705819025
101,photo+spectro,age_main,1.099897495181392
102,photo+spectro,age_main,1.6057634152402134
103,photo+spectro,age_main,0.2600031390868829
104,photo+spectro,age_main,0.3099008665100953
105,photo+spectro,age_main,0.45277648043605334
106,photo+spectro,age_main,5.439560189877731
107,photo+spectro,age_main,4.71985522595345
108,photo+spectro,age_main,0.2985241887614293
109,photo+spectro,age_main,0.2873670037088275
110,photo+spectro,age_main,0.3030580536678385
111,photo+spectro,age_main,0.9395099347394317
112,photo+spectro,age_main,0.3973258212022588
113,photo+spectro,age_main,0.26059450868752226
114,photo+spectro,age_main,0.8543007922867494
115,photo+spectro,age_main,0.03122252574314325
116,photo+spectro,age_main,0.11396588130437225
117,photo+spectro,age_main,0.5288496218148648
118,photo+spectro,age_main,0.15927862144183405
119,photo+spectro,age_main,0.060374049621908246
120,photo,tau_burst,0.4953070470078979
121,photo,tau_burst,0.49299866796579334
122,photo,tau_burst,0.4952298027971261
123,photo,tau_burst,0.4956578473451208
124,photo,tau_burst,0.5046596656544251
125,photo,tau_burst,0.5012099141070908
126,photo,tau_burst,0.4934266605402036
127,photo,tau_burst,0.5158700593073389
128,photo,tau_burst,0.5001735173501732
129,photo,tau_burst,0.5078241625776865
130,photo,tau_burst,0.49256891281761256
131,photo,tau_burst,0.4932003820112028
132,photo,tau_burst,0.4916293460817109
133,photo,tau_burst,0.5137555676609336
134,photo,tau_burst,0.4852433085686124
135,photo,tau_burst,0.5186789503009414
136,photo,tau_burst,0.48581182181266985
137,photo,tau_burst,0.4924649588497352
138,photo,tau_burst,0.5003625007502388
139,photo,tau_burst,0.5036920370064308
140,spectro,tau_burst,0.48594146395455545
141,spectro,tau_burst,0.5141343459493646
142,spectro,tau_burst,0.4962907155283834
143,spectro,tau_burst,0.5015828485697369
144,spectro,tau_burst,0.49019981290480985
145,spectro,tau_burst,0.49588752333877756
146,spectro,tau_burst,0.4981590914599881
147,spectro,tau_burst,0.49421724006881296
148,spectro,tau_burst,0.49474896122092615
149,spectro,tau_burst,0.49681702024784263
150,spectro,tau_burst,0.49860618134461077
151,spectro,tau_burst,0.5317858223567414
152,spectro,tau_burst,0.502668081854771
153,spectro,tau_burst,0.4675339347983383
154,spectro,tau_burst,0.5232732340290205
155,spectro,tau_burst,0.5014158354261322
156,spectro,tau_burst,0.47392337986485356
157,spectro,tau_burst,0.49148692460481214
158,spectro,tau_burst,0.5326473101155673
159,spectro,tau_burst,0.5208544922944048
160,photo+spectro,tau_burst,0.49513311279555017
161,photo+spectro,tau_burst,0.5044293422605994
162,photo+spectro,tau_burst,0.5156654172655992
163,photo+spectro,tau_burst,0.4904034795431031
164,photo+spectro,tau_burst,0.5118705517842514
165,photo+spectro,tau_burst,0.5061017455067122
166,photo+spectro,tau_burst,0.5235780753215229
167,photo+spectro,tau_burst,0.5024287072381438
168,photo+spectro,tau_burst,0.5103994231141358
169,photo+spectro,tau_burst,0.5017988285700485
170,photo+spectro,tau_burst,0.5018195167756312
171,photo+spectro,tau_burst,0.48154733779639264
172,photo+spectro,tau_burst,0.5196167416258138
173,photo+spectro,tau_burst,0.523645193692947
174,photo+spectro,tau_burst,0.5003085569240037
175,photo+spectro,tau_burst,0.4907768552343431
176,photo+spectro,tau_burst,0.510366123643496
177,photo+spectro,tau_burst,0.4874249222185839
178,photo+spectro,tau_burst,0.5148698425798812
179,photo+spectro,tau_burst,0.4663735283013675
180,photo,f_burst,inf
181,photo,f_burst,2.086160254687774
182,photo,f_burst,0.1440469187489754
183,photo,f_burst,inf
184,photo,f_burst,inf
185,photo,f_burst,inf
186,photo,f_burst,0.49296164206424686
187,photo,f_burst,0.5354129065896707
188,photo,f_burst,2.9788151205888553
189,photo,f_burst,7.7642224062101155
190,photo,f_burst,5.732798159745401
191,photo,f_burst,0.4508096991872124
192,photo,f_burst,inf
193,photo,f_burst,1.419764433155943
194,photo,f_burst,3.928910695573847
195,photo,f_burst,48.926194106755204
196,photo,f_burst,inf
197,photo,f_burst,3.2451561935001587
198,photo,f_burst,inf
199,photo,f_burst,inf
200,spectro,f_burst,inf
201,spectro,f_burst,2.284362060603757
202,spectro,f_burst,0.16968224793005915
203,spectro,f_burst,inf
204,spectro,f_burst,inf
205,spectro,f_burst,inf
206,spectro,f_burst,0.4832648795971484
207,spectro,f_burst,0.23316266035744562
208,spectro,f_burst,0.9317545587841211
209,spectro,f_burst,0.02236210677129761
210,spectro,f_burst,2.7514972021516466
211,spectro,f_burst,0.39558401569901647
212,spectro,f_burst,inf
213,spectro,f_burst,4.050000640345745
214,spectro,f_burst,2.59655668872085
215,spectro,f_burst,8.98809209335294
216,spectro,f_burst,inf
217,spectro,f_burst,2.0913149896080307
218,spectro,f_burst,inf
219,spectro,f_burst,inf
220,photo+spectro,f_burst,inf
221,photo+spectro,f_burst,2.714518789826175
222,photo+spectro,f_burst,0.130489378304936
223,photo+spectro,f_burst,inf
224,photo+spectro,f_burst,inf
225,photo+spectro,f_burst,inf
226,photo+spectro,f_burst,0.21244617130522545
227,photo+spectro,f_burst,0.23075591980600232
228,photo+spectro,f_burst,3.0203710051303974
229,photo+spectro,f_burst,1.597798719831338
230,photo+spectro,f_burst,2.267340728943902
231,photo+spectro,f_burst,0.30237626683319224
232,photo+spectro,f_burst,inf
233,photo+spectro,f_burst,2.0775959889237687
234,photo+spectro,f_burst,1.7404436546630846
235,photo+spectro,f_burst,7.3457431292457
236,photo+spectro,f_burst,inf
237,photo+spectro,f_burst,1.752051007401773
238,photo+spectro,f_burst,inf
239,photo+spectro,f_burst,inf
240,photo,age_burst,0.3272195702917148
241,photo,age_burst,0.20740416402920986
242,photo,age_burst,0.3441884007552656
243,photo,age_burst,0.2620573615071612
244,photo,age_burst,0.37335391534634027
245,photo,age_burst,0.29131900281090195
246,photo,age_burst,0.28544083520180863
247,photo,age_burst,0.2673249407615394
248,photo,age_burst,0.1731801638413225
249,photo,age_burst,0.18942782367413613
250,photo,age_burst,0.3451899015068312
251,photo,age_burst,0.3487844117792844
252,photo,age_burst,0.0083396210888678
253,photo,age_burst,0.3772802072558952
254,photo,age_burst,0.3843187454245165
255,photo,age_burst,0.35986160137188533
256,photo,age_burst,0.33336353018916015
257,photo,age_burst,0.06605458362429559
258,photo,age_burst,0.37582398302615017
259,photo,age_burst,0.34597776127267676
260,spectro,age_burst,0.4628520248051609
261,spectro,age_burst,0.5727078717609061
262,spectro,age_burst,0.6246679735766557
263,spectro,age_burst,0.384854499571872
264,spectro,age_burst,0.39028825167434067
265,spectro,age_burst,0.40261950421901643
266,spectro,age_burst,0.019635120405791327
267,spectro,age_burst,0.5772685000671354
268,spectro,age_burst,0.5942149349549356
269,spectro,age_burst,0.44643286096928136
270,spectro,age_burst,0.5676778110243439
271,spectro,age_burst,0.6636893137293538
272,spectro,age_burst,0.4223847992365194
273,spectro,age_burst,0.41800825361956384
274,spectro,age_burst,0.46972716192892505
275,spectro,age_burst,0.4214434432367233
276,spectro,age_burst,0.47239092869209914
277,spectro,age_burst,0.574711065200178
278,spectro,age_burst,0.42528102096082476
279,spectro,age_burst,0.421619500925392
280,photo+spectro,age_burst,0.4604032220759444
281,photo+spectro,age_burst,0.5653943526838887
282,photo+spectro,age_burst,0.5241327702139449
283,photo+spectro,age_burst,0.33976905719595835
284,photo+spectro,age_burst,0.44207684873274816
285,photo+spectro,age_burst,0.42399164088274943
