tau_main,age_main,tau_burst,f_burst,age_burst,sfr_A,normalise,Av_ISM,mu,slope_ISM,slope_BC,imf,metallicity,qpah,umin,alpha,gamma,separation_age,redshift,filters
2952.3413819938287,1829.6464780510732,2696.223926708919,0.013806491261653508,10.008266911834056,1.0,True,0.8,0.5,-0.7,-0.7,1,0.004,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2954.747225058603,5169.834693652504,166.24332583678552,0.054468148924224,10.467996262329962,1.0,True,3.8,0.5,-0.7,-0.7,1,0.02,0.47,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2218.5605075573512,4378.863307723878,552.5526166368509,0.017862227861329794,29.46656498727313,1.0,True,0.8,0.5,-0.7,-0.7,1,0.02,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2297.9453038690535,1023.9131430725174,135.35130244234279,0.006896517754997056,38.17370333335633,1.0,True,3.8,0.5,-0.7,-0.7,1,0.02,0.47,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2841.055799415892,2046.2648146477695,129.08635721684914,0.1953441646999487,54.92062040079257,1.0,True,2.3,0.5,-0.7,-0.7,1,0.004,2.5,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2924.2638722461406,2450.647676529229,119.73312164919662,0.1193023574865546,73.97803830758059,1.0,True,0.1,0.5,-0.7,-0.7,1,0.02,4.58,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2999.310635273777,1115.15769277272,469.2854629580688,0.00015163021084485528,89.0997685349633,1.0,True,1.2,0.5,-0.7,-0.7,1,0.004,2.5,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2578.1853904755,1765.6148468578303,103.37097293586703,0.15409296285595603,60.47458321341379,1.0,True,3.8,0.5,-0.7,-0.7,1,0.02,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2193.7862139416948,1929.59278847946,5477.136511400651,0.11890092157685517,19.95584827578476,1.0,True,3.3,0.5,-0.7,-0.7,1,0.02,0.47,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2995.347108529565,2088.769074068915,7109.907738318425,0.013502939032193184,99.95238258170626,1.0,True,0.0,0.5,-0.7,-0.7,1,0.02,2.5,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2959.5070562009296,1500.049431197569,103.63463972546015,0.1509305459563498,95.0479043305282,1.0,True,2.3,0.5,-0.7,-0.7,1,0.02,0.47,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1516.1104596759108,9474.259546385445,9991.738096806348,0.08518130521932057,94.05620883082565,1.0,True,0.3,0.5,-0.7,-0.7,1,0.02,4.58,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2995.2160743302597,1136.1498370016907,1470.9811160291938,0.1879417823241484,99.80566387430332,1.0,True,0.0,0.5,-0.7,-0.7,1,0.02,2.5,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1935.5522891629996,1174.7276568864727,3178.585814397442,0.0008712159162712063,99.42481834954908,1.0,True,0.8,0.5,-0.7,-0.7,1,0.004,4.58,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2999.762361317558,6418.253313206443,2861.7233555103285,0.11222684342139001,86.86904221814983,1.0,True,0.1,0.5,-0.7,-0.7,1,0.004,0.47,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2454.7129595627875,9012.336882300973,107.66187258380705,0.15270033161624796,18.729591459793028,1.0,True,3.3,0.5,-0.7,-0.7,1,0.02,0.47,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2463.785855853464,1375.5815110543354,587.9971796371046,0.08413771952661908,38.50519181379376,1.0,True,0.3,0.5,-0.7,-0.7,1,0.02,2.5,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1634.3741717046041,1902.129736157367,388.92687703628326,0.15350672515147784,12.842566532402486,1.0,True,3.3,0.5,-0.7,-0.7,1,0.004,0.47,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2975.144614552988,1000.2216419694105,2830.5344758007277,0.19977380897866545,69.46604460721679,1.0,True,0.0,0.5,-0.7,-0.7,1,0.02,2.5,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2975.6396441465604,1074.6170023730992,6824.185292904691,0.18223847620304667,99.99583170066441,1.0,True,0.3,0.5,-0.7,-0.7,1,0.02,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2938.9012768224934,9994.95920335183,9813.573290263337,0.04582357650665295,31.08874208261942,1.0,True,0.1,0.5,-0.7,-0.7,1,0.004,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2381.716068117891,7919.560262860888,2873.9822854686445,0.14391379580528574,99.6298808078681,1.0,True,0.1,0.5,-0.7,-0.7,1,0.004,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1574.957063456125,1062.6165292906098,3950.1975153010935,0.1403023984944382,64.76530460986756,1.0,True,0.0,0.5,-0.7,-0.7,1,0.004,2.5,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2999.9947876345973,3739.887291290818,7002.21706668329,0.1979121727578366,88.23970894777884,1.0,True,0.05,0.5,-0.7,-0.7,1,0.02,0.47,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1523.379981612575,1181.7312529831343,6309.202145291911,0.06771021910263475,13.324244989210285,1.0,True,1.2,0.5,-0.7,-0.7,1,0.02,4.58,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1890.3230878784307,2336.0536310556336,6789.195501025004,0.052605701792225235,53.37813537246951,1.0,True,0.1,0.5,-0.7,-0.7,1,0.004,0.47,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1915.54408346884,1186.0901200409262,164.53189221183493,0.1867000061717451,14.494528354570292,1.0,True,0.8,0.5,-0.7,-0.7,1,0.02,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2596.8653939904507,1000.0260105129692,7045.205328223297,0.001503828600660756,65.39071303322135,1.0,True,0.3,0.5,-0.7,-0.7,1,0.004,2.5,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
