tau_main,age_main,tau_burst,f_burst,age_burst,E_BV_lines,sfr_A,normalise,E_BV_factor,uv_bump_wavelength,uv_bump_width,uv_bump_amplitude,powerlaw_slope,Ext_law_emission_lines,Rv,imf,metallicity,qpah,umin,alpha,gamma,separation_age,logU,f_esc,f_dust,lines_width,emission,redshift,filters,weights,MAP
2999.995506678489,9842.95989217981,174.09211821521603,0.18632386876201495,27.89539744204347,1.8517550317387201,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.1387911156679374e-40,0.0
2913.89122611132,1012.8869266285365,9165.641295848,0.1885532970278105,61.40529087447479,1.999974903491829,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.1147496566036904e-51,0.0
2859.985058242209,1750.1085287882906,855.332230550388,0.018758024186403988,43.31752289622308,0.5310216647305195,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.7771868730821085e-49,0.0
2167.043446031208,9396.139708653232,2123.032232431655,0.19808352288121178,10.150756798934616,1.6657378145295367,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,4.6271173348323577e-07,0.0
2956.637638579496,1325.3119057359982,412.87232264042177,0.16044586715354436,46.89836006325957,1.012597545647548,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.056244074903246e-10,0.0
2707.1959172647935,6035.1159478546415,9916.696210792052,0.19944850539745065,64.90888514248668,1.5991607274569826,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.6610731205485403e-25,0.0
2044.2702452280041,3144.306986914242,1374.5187947580835,0.19863889255533,55.17730352380269,1.7009127736170901,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,7.432558594695059e-33,0.0
2998.8473602278555,9960.334399794336,9966.787486735953,0.06057780352552164,11.184497313432134,1.960543698619781,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.6375645527992695e-45,0.0
2291.8549675971003,1000.0201950341598,662.8790076437672,0.19808114277442096,99.95005703130037,0.01797109083853976,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.257061262392295e-103,0.0
1504.1082007279217,9758.656587497017,8209.3580940705,0.056606488134243016,67.56096890123627,1.9997929416121467,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.2756334246692573e-53,0.0
2147.1772301787046,9999.476047118658,5704.833711956687,0.18258181685285413,98.71946951559183,1.987383448509821,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.870278764107192e-52,0.0
1620.1606194404017,9957.929738068917,9831.974555523037,0.06392091726616897,21.80034195032624,0.8838233144008221,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.245415349522071e-39,0.0
1651.99636760696,2788.75271589954,1033.49892844665,5.2554789590708584e-05,97.78361707931154,0.6011586602386447,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.7714646795679466e-17,0.0
1813.3769542841246,9999.997075665498,4965.4597024302,0.054264699698368,11.288397006065633,1.5996212623758743,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.7141043933088845e-11,0.0
1552.863921202472,5761.796726661668,311.2972979170463,0.09988878181735848,40.524072947521056,0.40454458106146185,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.187925430447329e-80,0.0
2924.10972244528,9987.936137549832,6970.638353530525,0.19999972611694328,84.01456216290204,0.2468039830094142,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.7918113756558784e-94,0.0
1500.4308025382325,6613.5064551743235,6796.788213922,0.19718400383577778,99.99110639046215,0.1957344722300638,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.2696214165163125e-95,0.0
1766.5693188771268,5796.6113804142415,1048.7731438347073,0.19904341074131435,85.61696143879354,0.5961818364947673,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.47270389479103e-59,0.0
2500.7952439087435,9915.901182272877,7543.866036031731,1.4822689842375336e-05,43.19518641517581,1.821122424305206,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,6.854874609217883e-62,0.0
2996.9294179360286,9889.383440727252,137.36159576366845,0.0011938433030669604,12.187127671484587,0.09309847435191831,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.9577011218749562e-77,0.0
2578.9107294633263,7690.631480884817,2573.9719152549405,0.19604083216620657,38.406842883468826,1.6804593151952076,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,4.793684422634843e-29,0.0
2905.1230183880334,9999.999999024521,4130.503999281521,0.19898181462180842,78.69909465506822,1.817867153221148,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.768809033253138e-44,0.0
1752.2427846855476,3777.5515321866305,114.28130445156239,0.162434793815218,12.497292002994149,0.005930046257742738,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.9304986725593244e-104,0.0
1587.3210682098684,5128.001669216257,357.51663482296135,0.15201825041867065,95.96333396710978,1.407590099620364,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.1644642855635173e-16,0.0
2928.601451594185,3046.41024949217,631.3355923652325,0.027985152624777992,55.23322612417604,0.8813195990880265,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.6072267099435663e-06,0.0
2938.8921964322376,7765.174507099951,3026.1668083617424,0.0712829957339021,76.210490984661,1.999843641479373,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.5961215458436497e-52,0.0
2689.613698406301,5748.1624979700955,6022.302083114995,0.09793178141129205,29.114951409782318,1.9451418554493909,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,9.867960613999394e-47,0.0
2983.1655548089807,9223.434783210034,1087.8082941111315,0.19938190763390493,23.949944417212382,0.01057290777928932,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.474199784348886e-104,0.0
1583.7851253520628,3646.542398020788,507.1515669788769,0.1497619836592745,22.23899768349934,1.9338552060844336,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.6044050933000883e-42,0.0
1812.0699850194899,9590.552390886507,8100.607621407853,0.10337400837828314,46.58019438698546,1.9892706208106208,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,4.783101700658551e-50,0.0
2300.3460511257717,9999.745198748114,9120.154917981688,0.1955416333271838,69.41838016827138,0.009507921982916834,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,9.848979530423724e-104,0.0
1972.836420095141,8459.024765986329,956.4806228285961,0.19556172768865837,60.81098411654348,1.9636046202853907,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,6.88638227726941e-46,0.0
2954.881868234127,1661.75687675287,2065.520161166328,2.545685428845257e-06,99.60746509265076,1.9985159453483599,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.857897673496815e-56,0.0
2167.0061700511155,9993.477509161068,8514.21296639806,0.19868167869891676,11.787975691394733,1.999938656806234,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,4.340607651099896e-34,0.0
2927.0823049622263,9213.074240550663,488.6456046952353,0.1910129565496573,97.45554958429572,0.746453211204797,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.0328232454519914e-38,0.0
2754.6594424828522,9173.577451110605,3449.34096726773,0.0002686740296881651,64.93051605779357,0.7614382938169022,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.3982013919941297e-14,0.0
2832.235000305162,9721.131234623128,101.84444213458482,0.19998964924118168,10.419013350037602,1.4544225714123324,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.067845168758816e-06,0.0
1631.7576364558672,9996.460615690346,4414.907231340747,0.19997780946327076,10.394129214009391,0.0030486047440803077,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.208209725792677e-108,0.0
2452.397345224703,9357.626242663628,708.0712402791178,0.15139291873802502,10.00535472874115,0.3904483201152402,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.48591787563319e-91,0.0
2296.2624229558915,3579.3599513607332,9570.145704472054,0.18784723911259027,10.491397691699673,0.027269054549251104,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.073317155969829e-103,0.0
1516.9179562206025,7124.006657635102,8440.412600876389,0.12226184828858994,90.65466262994418,0.3994945917743298,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,6.782978310982941e-77,0.0
2697.650339958711,1006.9453679495418,231.17083104317317,0.18215362808966248,13.292484633846799,0.7489023023001637,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.5403486004076712e-58,0.0
2994.5774387615706,1175.6457172910705,4449.562661280114,0.1602571265626984,11.40051477864021,0.5083273199317215,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.690095341878811e-81,0.0
2038.6004215055495,1105.9930737597933,3797.4640582643306,0.14642896840639777,98.8899612029018,0.07329663249107998,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.088450611979507e-96,0.0
2999.2599660678975,3127.787048321379,4038.786124948885,0.1479953901427063,10.857106430876946,0.5748510521659138,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.844707686104339e-78,0.0
2984.878086657437,4528.9810156160875,1333.459325279513,0.19746079669685093,11.044737871089719,1.958140956734723,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.1799332467311012e-34,0.0
2925.1229850046648,6495.582918576958,9999.194876989573,0.19534425949843015,95.1151686287731,0.4526023567618276,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,4.543803598938117e-75,0.0
2884.200235471327,1907.424852520683,7474.512972492764,0.19654602727900083,23.904110937853545,0.11268812929811833,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.3076986177355774e-98,0.0
1542.221467824008,4594.262552756428,233.25267774877102,0.12008647181654251,73.9564425485231,0.895972024547061,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.051217077545397e-14,0.0
1917.7669764597888,9994.844995730547,8337.160568855994,0.12734646920882842,75.8648638947982,0.0013800309854463677,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,9.366988795644675e-103,0.0
2409.7265875932626,9201.977413296536,8382.125576331853,0.020995036352901397,67.35464816332775,0.7888648747269651,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,7.035400335843567e-12,0.0
1500.3741621811766,5283.789767823825,2566.389970228035,0.19990726190279803,43.951320255895226,0.9538035733649095,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.5026006501204718e-24,0.0
2927.087600870459,7797.401686010542,1548.966233782994,0.1838686098181767,38.95595586522638,0.26505961048642757,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.1100179322596357e-91,0.0
1516.890706226261,9604.167635309026,8925.311582322362,0.17583502463187445,98.81480086464323,1.2568872286333161,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.741428409860701e-06,0.0
1827.0621965398523,1040.2036034960802,4404.446852801642,0.015045133530302957,25.58196377489227,0.45828476583648214,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.9307325664522974e-64,0.0
1956.321517390829,9787.500188602544,1476.9129586922554,0.19999545498823812,73.54639982605902,0.4014276927393239,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,2.0889954270831838e-83,0.0
1518.4681776262362,9961.960224738841,286.43335949643733,0.03718356541361453,82.68839368034784,1.5645621084712453,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,7.547180547066383e-37,0.0
2811.336849782112,2364.8122365123954,7642.515188426949,0.19984990499501173,10.235915205063948,1.544171978912925,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,3.3940992689629644e-06,0.0
1683.978372274358,9382.01558716767,1069.7076126764878,0.19868975465946062,98.68966973489256,0.824869559863691,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,5.653208699517842e-32,0.0
2378.281848167936,5211.961708819529,1199.5416318858643,0.03731340242059236,99.30437696079302,1.973942452245962,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,8.117066965869925e-55,0.0
1749.3009329570666,4733.944219611197,8802.303648855524,0.19443020120651502,10.09319440750221,1.9042794998108015,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,9.427292059769446e-25,0.0
1592.3515664895758,9881.385575154984,9846.636351200212,0.00033322739545557645,28.505842011406465,0.05029913995882418,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,7.626871245993865e-28,0.0
1686.2460013311445,1548.8151882523362,9941.707676860358,0.19967525587568813,76.20840458980923,1.1701967933012647,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,6.50246315148482e-05,0.0
1760.8800340515206,9938.408578166105,4710.544657762357,0.1967036778596599,56.638134557758,1.5721756035012833,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV,1.268819110179173e-19,0.0
