sfh.sfr,stellar.m_star
4.345393721208525e-15,1.3371118836878387e-06
4.046011676010849e-15,1.168448630174266e-06
5.280932656801128e-15,1.8627542869923429e-06
1.2140041109507114e-15,3.9610409782433166e-07
1.985260030231526e-15,5.038913022819754e-07
4.365222317206733e-15,1.0780621314710025e-06
6.2804669857148995e-15,5.559905241517356e-06
2.069352038499528e-15,5.560870465133271e-07
3.692482488701628e-15,1.1204513104979653e-06
8.545738241127476e-15,2.385232548565775e-06
1.2848328752036065e-15,2.8618239074505285e-07
1.5318446519768785e-15,4.4015520149055347e-07
1.5365060024722204e-15,5.726332139670882e-07
2.8507873025153532e-15,7.161182385474128e-07
3.3252051953384745e-15,6.044974941349023e-07
3.749245899307728e-15,9.158155977876621e-07
2.443638662283159e-15,7.194056213731843e-07
1.7678429172061302e-15,2.6656894158145014e-06
2.6419807875506108e-15,7.099324569665212e-07
2.3108319328319256e-15,8.447709089287378e-07
1.8997614315432668e-15,4.083573604702732e-07
6.614931246714993e-15,1.4494403543822034e-06
1.078654389344041e-15,2.3766068828053623e-07
3.986463157788033e-15,1.3679132685262877e-06
5.1893537718387085e-15,1.4145918557983376e-06
3.0965226432704465e-15,7.630024731381553e-07
3.630911604912344e-15,1.1686604449209323e-06
4.908815662938056e-15,2.799468361972003e-06
9.663358814466453e-16,3.079381344043735e-07
1.135266198927216e-15,3.0690663960102416e-07
8.512279085829153e-16,4.07131264550628e-07
1.239269097387142e-15,3.620681346683646e-07
2.443466659547016e-15,4.659942043254952e-07
2.203836969978903e-15,7.513386651344399e-07
1.0618183159632558e-15,2.2365424242531737e-07
5.420157543306536e-15,1.4956700489465431e-06
3.830234987745218e-15,1.3160320308668636e-06
3.4614973087088308e-15,8.97290944698036e-07
2.705001416250971e-15,9.741048503975358e-07
2.715892911292005e-15,6.467358289034453e-07
3.067956353147145e-15,9.239752234232246e-07
2.367712278838024e-15,6.491674731128682e-07
3.2352591959430467e-15,1.027360425084558e-06
1.4002105759642101e-15,3.8163599564950603e-07
4.826324893236749e-15,1.2468501289557865e-06
1.6563781576918532e-15,3.419184370371353e-07
2.0775700341179947e-15,5.946287610820857e-07
1.9904722035779624e-15,8.23144468099994e-07
5.151366418204546e-15,1.1680900660542087e-06
1.0962286622871284e-15,3.9073422097030024e-07
3.562190554433014e-15,1.0370488280026562e-06
3.2883989051486574e-15,7.163074344841822e-07
3.2330930412298524e-15,8.442997006613799e-07
1.4291834316204917e-15,7.476158555965269e-07
2.1267513609434365e-15,1.042044658852418e-06
3.1161755800661776e-15,1.043155491887593e-06
5.672989555328057e-16,1.618827551486739e-07
4.015387341388443e-15,1.1547008680368812e-06
3.4689185346971964e-15,8.154482446763768e-07
3.4854549508436664e-15,1.2320207602884411e-06
3.244764297580219e-15,9.996163176662451e-07
2.2725552445502267e-15,1.3702442257544182e-06
4.232387489357346e-15,7.494831947523164e-07
1.1352694801491926e-15,3.065698195958467e-07
3.3070892984505924e-15,9.691801656080393e-07
9.782628243227967e-15,2.467344090074262e-06
2.244115548062306e-15,6.360110346538644e-07
1.7503706784482236e-15,5.896981534499509e-07
3.328850865998647e-15,7.811023213358013e-07
5.10396562308318e-15,1.4782104348510467e-06
1.0728135173520769e-15,3.1729436334883374e-07
4.669312356689938e-15,1.18891886806055e-06
4.357193583502049e-15,1.2915542452948945e-06
2.9172348188612136e-15,8.229046960057208e-07
4.419246021051617e-15,1.0024844510955828e-06
3.046079243157895e-15,7.758615751294651e-07
1.5942776249447432e-15,3.6024846647059664e-07
1.247866683962055e-15,3.523508825556708e-07
2.5935936429938377e-15,7.507817719771443e-07
3.0125523649058337e-15,7.522766720224391e-07
3.464037912473638e-15,8.338002992220611e-07
2.1181128969999615e-15,6.325091963112746e-07
1.5097205604981853e-15,3.292391874290383e-07
1.2257420964644738e-15,3.506886318114379e-07
2.870036626602228e-15,1.1550191810017247e-06
2.1611894040662538e-15,6.160160579638954e-07
3.042429482143127e-15,6.96999255776699e-07
3.6905609726845595e-15,7.957411057167094e-07
2.208595538649958e-15,2.6318600872941415e-07
2.9802715972604087e-15,3.8823802558347803e-07
5.6677244271400555e-15,6.930183878891824e-07
5.175869653263196e-15,5.390380892264575e-07
1.1868515165111767e-15,4.433825678696901e-07
1.43837459859948e-15,4.876100663171298e-07
2.5847832424455548e-15,5.412816615107661e-07
1.923888090754947e-15,1.1915340907467948e-06
1.4177516656433964e-15,1.015044662065135e-06
1.6474021379054415e-15,6.687264094519729e-07
1.481425132955675e-15,2.6139781657892575e-07
2.254406034240113e-15,6.454926542407513e-07
3.4379051061548908e-15,9.578480775487939e-07
4.451931918433366e-15,7.841688168878268e-07
4.042860661383093e-15,8.950103243248489e-07
1.8795262691881717e-15,6.337437252494087e-07
1.0583992096278603e-15,5.319902831156726e-07
2.198728816394565e-15,3.9549453184175045e-07
1.914541010654082e-15,5.629937231331159e-07
6.5749770924847485e-15,3.792250353064034e-07
2.5728557079782364e-15,5.830769257702772e-07
2.176593417477464e-15,3.8171557588154234e-07
5.641304316678825e-15,8.828647503950994e-07
2.6142945409391934e-15,7.404769534974771e-07
1.4603137730600305e-15,6.290073246830762e-07
1.447030604556397e-15,7.489450059402248e-07
9.376070681998681e-16,3.4878459375054707e-07
2.7537858108481186e-15,1.4860182408145695e-06
1.6377935399129162e-15,4.442781557485471e-07
1.4114313778559558e-15,7.273783129310431e-07
2.8412111886074957e-15,8.347099949423826e-07
3.584465523051517e-15,1.579205328423507e-06
3.731931311350002e-15,2.940167028352113e-07
8.387868106690889e-16,6.356297376642211e-07
2.1927353928905057e-15,4.7058525131685016e-07
1.070910216466537e-15,4.945573822001187e-07
2.2842419944035828e-15,6.511301437576465e-07
1.5564687624208235e-15,4.021106080486346e-07
3.1775409404822316e-15,6.098391971561075e-07
2.34199898122246e-15,6.93652607123582e-07
1.9669128514965505e-15,1.25486545100638e-06
2.3592547231345484e-15,3.906292767093879e-07
1.5133065364086576e-15,4.870609790484548e-07
4.1361497768208235e-15,4.157750417479935e-07
2.7185802724576713e-15,1.1006118975556733e-06
2.0254635731884568e-15,4.4762687542742086e-07
1.056217445508136e-15,3.548028499889026e-07
2.4280727807462458e-15,8.65126943784078e-07
1.7489157469792812e-15,6.648998057882286e-07
1.719460495823745e-15,2.0245049843084396e-06
9.638011564883212e-16,6.002828366854348e-07
4.5378165475957814e-15,4.550264011357238e-07
2.270968225064927e-15,8.747321061881006e-07
2.9156309739257456e-15,5.79007238211489e-07
1.7591308821372913e-15,7.698696022767829e-07
7.731776978058753e-16,2.7556339726666276e-07
1.384540762561396e-15,4.553116632959305e-07
1.8537030081730147e-15,6.611757091819892e-07
2.121408590141005e-15,7.722386803920683e-07
2.251297936047617e-15,6.389804456480267e-07
2.214726225856107e-15,9.318707785940884e-07
1.4880647530000703e-15,5.963368344381113e-07
1.90007439358788e-15,7.363111026863692e-07
3.3578682879345355e-15,1.0896413461877698e-06
2.456610007590755e-15,9.795875686661371e-07
1.9319653287502978e-15,5.800436937864775e-07
1.7610675564794233e-15,6.836780786762957e-07
2.8002312156353434e-15,3.9284690053280363e-07
1.8158699303014684e-15,6.610835650158831e-07
1.6081066103170495e-15,3.649938589060377e-07
1.4944483980726664e-15,2.0421407563635133e-07
8.205698648931962e-16,2.9314521877868567e-07
2.169677691783875e-15,4.905188025245174e-07
2.15010366991392e-15,4.85302659588373e-07
2.0797725687290987e-15,9.166669688038882e-07
2.2470671665700866e-15,8.517083670893648e-07
1.5521893919970308e-15,9.299138295927169e-07
1.6419188622089007e-15,1.4341736668883975e-06
7.948819457091482e-15,4.864278818199723e-07
1.7316078182666375e-15,3.429250399634389e-07
1.6002879799157958e-15,1.2715225277091107e-06
1.3327846518964964e-15,4.880760187751447e-07
8.810428028556376e-16,3.647670820283337e-07
5.621012348436174e-15,3.0576885317721617e-07
2.041490873250907e-15,3.6522504165683827e-07
1.6588872497992029e-15,5.582610707017521e-07
2.081645242809183e-15,8.558596796682871e-07
3.174934560779643e-15,7.05355601787827e-07
1.6024216742831177e-15,9.80102416363235e-07
3.2184256218233933e-15,2.303247293794653e-07
1.8358497659284775e-15,1.5615135211261262e-06
1.805240476050292e-15,5.666808284936724e-07
3.0896080064674056e-15,9.379456232997124e-07
1.2813591726006974e-15,3.6613358298784787e-07
2.3727263270727502e-15,4.0422635532576345e-07
7.505025064447365e-16,5.39913095052923e-07
2.2077374431891307e-15,6.755539545366173e-07
3.0673355394496716e-15,1.7679640422446422e-06
2.421274305573628e-15,4.1117249132771623e-07
9.932568121949154e-16,4.30497446420942e-07
1.604245833409127e-15,5.886123429739973e-07
2.115167272760604e-15,5.229378596702143e-07
1.133360212553183e-15,5.258698110201833e-07
1.9611037760653034e-15,6.869919611120938e-07
1.7365383520922712e-15,5.481143953583388e-07
2.5248868789487553e-15,4.2715300293674887e-07
2.6718923362224158e-15,8.820881267698071e-07
2.5617016886017203e-15,6.025081240271746e-07
2.62532155540919e-15,1.0222971027848684e-06
1.8860245574616028e-15,6.794411806552406e-07
3.269476227203861e-15,6.855542507259027e-07
4.440349518852344e-15,1.4349100170811051e-06
2.416028796372961e-15,8.914050102305072e-07
3.7163321486303684e-15,9.542107559391288e-07
2.923538126507717e-15,4.7079201662100846e-07
1.3229258346959138e-15,7.931177308645142e-07
2.5981287780095238e-15,2.875155082676629e-07
1.9687693785421763e-15,1.71782026063371e-06
4.682791850974385e-15,1.0015737055587433e-06
1.4467715511132454e-15,3.0576463016288197e-07
9.566444154978506e-16,6.155749149673105e-07
1.2167202688681216e-15,5.170239956353568e-07
2.2481622688828876e-15,2.9341376715325683e-07
1.3947717752301656e-15,8.00192249501464e-07
1.1701686752457206e-15,5.307215356804725e-07
9.805664898881818e-16,3.352216029105172e-07
1.3504725875688462e-15,5.85470559520941e-07
1.3526738661484015e-15,3.370146750814242e-07
2.1143036577920823e-15,8.886881473906362e-07
1.3448627326761556e-15,3.1142100930441784e-07
5.0502296613586095e-15,3.0581626422594775e-07
1.5412496480093425e-15,9.99939591735315e-07
1.3593893163056907e-15,3.080884885723407e-07
3.755132822295887e-15,3.034394474406724e-06
1.4602158831518417e-15,4.48268382358242e-07
2.8979150615995063e-15,7.399086012610962e-07
1.3365569727927537e-15,2.694386225834729e-07
1.2120935928203173e-15,4.342833782427641e-07
1.4812052944053816e-15,8.747131598720324e-07
2.9349360806515086e-15,9.000941877563483e-07
6.650565747403305e-16,4.6144175241389956e-07
2.556089494246259e-15,2.0928708285128615e-06
2.5281921053046013e-16,3.6605987194863904e-07
1.86168613332933e-15,2.5318571121742073e-06
1.6792957332044041e-15,2.331150134794078e-06
1.0339045057966577e-15,5.707334969030527e-07
6.481926367252962e-16,8.085077964428124e-07
2.4194517458041956e-15,6.222779328878036e-07
6.749404016241367e-16,1.0529330305923105e-06
6.434045338654855e-16,4.056877193722905e-07
1.4389528197724485e-15,9.00253809677376e-07
2.071037360629815e-15,1.4941444835486363e-06
1.988173230193754e-15,3.73751200739216e-06
5.430369215850767e-16,2.3844248504679807e-07
1.6764321442320245e-15,7.251610990057039e-07
3.7057315145113774e-16,2.3343571444998813e-07
1.253102889248268e-15,1.2081605384645814e-06
1.274744675376678e-15,7.574047115449274e-07
1.2174521878604533e-15,4.4296486816734207e-07
1.1261872040056276e-15,6.425895819213635e-07
1.9565817038055644e-15,1.4272198862473437e-07
8.962017164558895e-16,3.1653515088991646e-07
1.3723862038056396e-15,2.005381291052515e-07
6.815062584230552e-16,2.5940793123459687e-07
6.506651924164479e-16,8.669700604947039e-07
3.487565075566874e-16,6.1430008470791e-07
1.1942017127201905e-15,5.79058655535362e-07
1.6733409608104914e-16,4.2399232413896824e-07
1.9701876902816413e-15,7.855284368711075e-07
1.0243200772174356e-15,9.600991242682104e-07
6.791776624708087e-16,1.0951795747598079e-07
1.138147106159982e-15,5.824552680070335e-07
8.258771512628579e-16,7.595136203320911e-07
1.8166002756237554e-15,8.386845992081394e-07
5.408517213897557e-16,1.6102665389293445e-06
2.2431859923902194e-15,1.2207269246778579e-06
8.587235785158026e-16,2.3093783438623062e-07
2.9836681819477498e-15,1.7205410801738828e-06
4.4012840243086986e-16,6.008394024767403e-07
9.373630000082915e-16,1.0294226506376117e-06
8.370537055765416e-16,2.9518067286378776e-07
7.387960947577656e-16,6.377381107342483e-07
4.4104653794948024e-16,3.53585305326667e-07
3.9934706931892023e-16,2.1769827183553844e-07
4.0259419983100014e-16,9.807473136671392e-07
1.2758616122019888e-15,3.5424343365323423e-07
4.3624144033409487e-16,1.0493885032036633e-07
9.27588346341564e-16,3.718207568488177e-07
4.134375257524912e-16,1.8938858266762543e-07
4.483923439821868e-16,2.0679258908383089e-07
3.496379979719519e-16,3.1019388463389834e-07
2.1674016828247486e-15,2.851750575945247e-06
1.7798910789329047e-16,7.145354843662032e-07
1.0338602352193421e-15,8.68614520484099e-07
6.483263687688555e-16,1.8091022124688138e-06
8.791335328121857e-16,4.286028943565887e-06
1.8400397557100315e-15,1.4257788055723538e-06
9.895128508739901e-16,5.24282007254497e-07
2.226446282119946e-15,2.906884993932896e-07
5.364654929355232e-16,3.2577314423031266e-07
3.3853695765601698e-15,7.384685391852423e-07
1.2875852968072558e-15,7.278452253994824e-07
8.015584422852296e-16,1.8899662812922055e-07
1.8338175846176966e-15,8.465983589869438e-07
1.2822776733387207e-15,6.224552943728045e-07
1.1620116250891253e-15,4.2013824369028784e-07
7.3985356095762e-16,3.729032391375749e-07
9.087984371065864e-15,2.7557902847018484e-06
3.253043843120706e-16,2.865599447762744e-06
7.12157129326416e-16,9.402557783556465e-07
1.0642916936557667e-15,6.062222810480244e-07
6.55447642469236e-16,7.087525656892513e-07
5.3932486521263565e-16,2.8355683602638867e-07
3.834939435915198e-15,3.9083618460134e-06
5.567950708083377e-16,8.896079625488005e-07
1.0265839641569922e-15,3.9213208900056493e-07
1.3308452789672389e-15,1.3570161769025751e-06
1.0957433709850158e-15,3.93594680211883e-07
8.276120918839749e-16,2.756633047384728e-07
4.235511532630982e-16,4.934707597527248e-07
5.06580353553811e-16,1.6459707046505305e-07
1.0705019643941554e-15,2.1267119835876493e-06
6.984009281176078e-16,1.97305957485649e-06
5.150508179778603e-16,2.935079848530579e-07
1.0261205065306149e-15,3.187148389153563e-07
1.0260760516841346e-15,4.550040029041818e-07
2.170992536026911e-16,7.972376111114918e-07
5.1779641941784245e-16,3.4461580854635813e-07
1.1415886534942607e-15,2.44102556817465e-07
5.264867902409808e-16,1.2515215648060496e-06
3.929026939016334e-16,6.483629800930111e-07
2.4935317108062976e-16,6.171221137921461e-07
7.665810893882981e-16,8.879395279208501e-07
1.6282996455834073e-15,9.788506589638795e-07
9.065227372972417e-16,1.428585718933736e-06
5.516672437645587e-16,1.114396196161618e-06
4.134206328642675e-16,4.290041443577949e-07
8.827085935313089e-16,6.106848410389733e-07
6.340566947462511e-16,2.828570352150715e-07
1.4572767016723594e-15,6.038140380162277e-07
1.0872904056060665e-15,1.3832611043113772e-06
3.724168341240179e-16,1.5354271111760467e-07
8.732986808950573e-16,1.0677890522710974e-06
1.0772365748106441e-15,3.1544306916889904e-07
8.226438567710222e-16,4.0198950409653006e-07
5.172425706314084e-16,2.4117590167726907e-07
1.785135575883262e-15,3.471800406587164e-06
2.1081929211795658e-16,1.911472793725238e-06
4.33375618205736e-16,2.6371701549561804e-07
6.28474089424242e-16,3.822570107147054e-07
3.6273589910494028e-16,5.626084624138846e-07
4.2261942650158555e-16,2.6402326658481637e-07
4.811025964755573e-16,1.513934462927121e-07
8.741180363336856e-16,5.58370078862686e-07
5.526162860948425e-16,3.651741038064091e-07
3.3758523232482796e-16,1.9702848497026467e-07
7.316170441497525e-16,4.294432265178506e-07
7.149429290207695e-16,2.9893561460732895e-07
7.079938479384619e-16,1.4994405690810084e-06
7.123842758300031e-16,3.216685296101979e-07
9.706943789824515e-16,2.3120495350904706e-06
9.423979154456367e-16,1.1675397603210893e-06
1.8759315664512112e-15,4.7145890341002774e-07
9.994130873804707e-16,3.518386563692814e-07
3.978541455909048e-15,1.9730050233175896e-06
3.844548313973103e-15,1.948302794727335e-06
9.609228612076819e-16,6.873425689687403e-07
3.864504410347024e-16,1.2932994578795422e-07
2.428789831076721e-16,4.6965872400764364e-07
8.755741112223702e-16,2.719917965702221e-06
2.2056237075536487e-15,3.5592966794029053e-07
1.098665777524092e-15,3.54034257509258e-07
8.554930571953036e-16,3.544157239339416e-07
6.70646344164871e-16,4.2952657997033044e-07
6.21363777779092e-16,2.6759296546683194e-06
2.0110452434522953e-16,3.954033985968687e-06
3.5215491136618375e-16,1.3130178190865276e-07
3.52325401275631e-16,1.799693443991593e-06
1.5351665108432009e-15,3.497215178912066e-07
3.910190775615904e-16,5.695469969981053e-07
2.616032319101427e-15,7.504545325625372e-07
2.2449960668146983e-15,9.618340305943472e-07
1.5121774287305482e-15,1.56021029361347e-06
5.699831366029642e-16,5.079433113558109e-07
6.308844692154757e-16,2.434412721624625e-07
4.797109725878099e-16,2.0472121758535987e-07
3.9076560880320595e-16,3.6303553268206115e-07
2.3469730214203494e-15,5.421430750266786e-07
1.9063161558447332e-15,4.032389658277065e-06
4.4403543377767896e-16,1.9648252401851515e-07
7.079790092349043e-16,3.1055644688414815e-07
6.122032076772567e-16,2.31072361668244e-07
1.4348298347531612e-15,4.869199062988098e-07
2.685095951198448e-16,3.5381131305856403e-07
3.8580658624032287e-16,3.5110597993757044e-07
sfh.sfr,stellar.m_star
6.126048892175188e-16,1.2013042015694293e-06
1.4603064998576423e-15,8.072449820422884e-07
2.911734422660723e-15,6.010267821871639e-07
9.677995985575567e-16,4.339384172030273e-07
9.136424050715638e-16,7.163107884965328e-07
3.132077402188042e-16,3.030630084245813e-07
8.67652987434402e-16,5.042251868279381e-07
2.405377451392029e-15,1.2663379930428168e-06
5.59209199724739e-16,3.6434529901066314e-07
2.8786709474606198e-15,3.4211869915593293e-07
6.548671940581745e-16,4.975598822638039e-07
3.4091256308262395e-16,2.298649019949332e-07
4.076778080017864e-16,5.419022475803176e-07
6.100577511121594e-16,2.818981847811583e-07
6.402824381403324e-16,4.026887289837403e-07
6.787586867299404e-16,6.780602652889979e-07
6.599182083587627e-16,4.6057387745705647e-07
5.820195606820378e-16,3.0514932316853175e-07
1.5397055785157678e-15,1.443365786270629e-06
3.847999166825935e-16,2.2267305812191697e-07
8.208417374506518e-16,4.2887268440945726e-07
5.057158841139441e-16,6.118877526795074e-07
1.0714664785211977e-15,5.484705301306036e-07
6.632868127517296e-16,2.364002978652314e-07
7.916116504082042e-16,2.726577664509485e-07
6.976179103482616e-16,3.7496922248452954e-07
7.554062728218391e-16,2.1635927876169492e-07
7.737089794112643e-16,1.9717379302598563e-07
1.3885475938234545e-15,4.950433247186085e-07
3.985973267449027e-16,9.633666619819376e-07
8.089135181577922e-16,3.228677148777739e-07
5.840988632600972e-16,1.4433875645984277e-07
9.519322436200254e-16,5.502192586432663e-07
1.3634846700575645e-15,7.185248632992633e-07
3.375622834049237e-16,4.985530538207559e-07
9.960857208752644e-16,3.8931630131212505e-07
6.25961721489599e-16,7.240535351570533e-07
1.6673340869747359e-15,5.426624297046061e-07
4.895006331733304e-16,1.9142738231465632e-07
9.356296328953947e-16,5.60331380074986e-07
1.062866536481701e-15,6.518939497419654e-07
1.320305323320128e-15,1.0558708548733048e-06
2.757565203106706e-15,2.859384289777405e-07
4.599754765888657e-16,1.5841977969343568e-07
1.0658414568751777e-15,1.7843469513904882e-07
3.4792301260749703e-16,2.659221237772919e-07
4.033859103157423e-16,3.148566784649648e-07
1.0306850660319311e-15,1.4096271274933087e-06
8.318226100436681e-16,4.705774409661134e-07
9.371858213534192e-16,6.146105717463706e-07
4.564017157765187e-16,5.324993832805636e-07
6.483946004764223e-16,3.509528425346585e-07
6.879941748836933e-16,5.442041740330696e-07
3.2374624668301415e-16,1.1445481813523867e-06
9.982021199596276e-16,9.393986116028126e-07
5.35985984339195e-16,2.2388834216126228e-07
7.916903012454437e-16,4.6936406787743973e-07
4.665621631522073e-16,4.395410264066951e-07
1.0263818992974245e-15,7.556813106343953e-07
5.149739410736692e-16,3.413301845124476e-07
1.819981773439835e-15,1.2982453934816523e-06
2.2780922738146323e-15,7.615108926160419e-07
6.868749745931132e-16,1.4703582606135728e-06
7.720926607619127e-16,1.114463407249485e-06
5.210400034114918e-16,9.191925771574842e-07
7.74097093306929e-16,3.680272200704581e-07
7.150381986387559e-16,2.2118834009360159e-07
7.08488447999953e-16,6.323669194472508e-07
1.4057952174326175e-16,1.4030605388792504e-07
5.048406967239307e-16,3.306695790022575e-07
1.372397345004038e-15,6.268323404539227e-07
8.649307717073669e-16,5.031347546552852e-07
4.540503665145464e-16,3.7524786219291377e-07
7.657256730110125e-16,3.4451437245145864e-07
7.898388971022057e-16,6.273744501297363e-07
1.0065031966522484e-15,7.19726867924591e-07
8.850381494227712e-16,5.598725890813432e-07
9.371122069854571e-16,1.2662176273245317e-06
1.6397393484259273e-15,5.812181979099373e-07
9.466742692344382e-16,4.150821165086836e-07
6.128916233575471e-16,2.778114706270039e-07
6.4439022807477e-16,5.218088563545495e-07
1.9298887291764266e-15,6.105212411573544e-07
8.797701182152069e-16,8.068783365930133e-07
5.267551858549394e-16,1.6665976616198238e-07
1.3054756440552204e-15,1.0063330336988755e-06
7.788340015605425e-16,2.70182991489787e-07
6.343561039155846e-16,8.078783349658732e-08
1.9702593831242378e-15,1.1493380335091146e-06
2.98026923227887e-16,1.9593593049749543e-07
1.070084796522887e-15,4.008153714401169e-07
7.273637422669705e-16,8.058384235579739e-07
7.598362413770539e-16,2.471666081220492e-07
7.945713061659044e-16,4.3042427097391085e-07
5.248996107064561e-16,6.832337134691365e-07
1.4300722854958413e-15,7.034174287006453e-07
4.145507293219142e-16,9.637362512051726e-07
5.7697735894532e-16,3.078389906644192e-07
1.469331311148608e-15,9.61178401326845e-07
1.2064660447138072e-15,6.423528962404595e-07
7.916527563463864e-16,4.2656065128218014e-07
2.9999990651126197e-16,2.8154277385527756e-07
6.925643610868369e-16,2.4593786599430993e-07
4.491041817025488e-16,2.3643358580517633e-07
6.319174771418833e-16,4.3180121851627305e-07
4.70668506073608e-15,8.105417316962263e-07
1.266998696858417e-15,1.1233928034323866e-06
8.920534690357277e-16,1.5643767865835793e-06
3.832899847138029e-16,6.829387637452526e-07
3.379781034947609e-16,2.8672342399296883e-07
5.577235220752429e-16,5.227405582243746e-07
1.4207319857863894e-15,1.219895566107981e-06
8.992416037655134e-16,5.734032951509969e-07
6.219389733402178e-16,3.3813619608464236e-07
1.4944566669913447e-15,1.305903853251851e-06
5.058286116159702e-16,2.9680390701320217e-07
8.398466575518745e-16,6.074738870267854e-07
8.2397325930643375e-16,4.028541153477508e-07
7.232119618183385e-16,2.5481439271455243e-07
2.260775063715801e-15,5.894024460572993e-07
1.400486843005005e-15,6.149090820901143e-07
3.2500161782639205e-16,2.150598650748253e-07
7.501058059407157e-16,4.4144427672531793e-07
5.47457337485046e-16,2.2439595963900002e-07
5.547371586929074e-16,4.3902348064308244e-07
4.4160852308321124e-16,3.848749160909672e-07
5.875930013468578e-16,3.5230931509089655e-07
1.0614588632579714e-15,5.221383039702035e-07
7.476288117876129e-16,5.02709754818484e-07
1.0700585285428616e-15,3.8140321613704684e-07
3.959690749741777e-16,1.398628095289944e-07
4.882119581931122e-16,2.507740477904139e-07
4.2445552784001346e-16,2.4850942150341345e-07
1.1098220348614707e-15,4.424607542406562e-07
1.0867539564045501e-15,4.2871929616605263e-07
4.40389872688453e-16,2.2197227813252315e-07
1.0151131929228425e-15,3.9900129800306675e-07
7.369690693212234e-16,7.472396558437596e-07
7.969456210440081e-16,8.005582979529387e-07
3.4698259650669055e-16,2.400063694837221e-07
5.042975228035154e-16,3.0966456130944333e-07
1.0083840522265862e-15,2.9305926815047656e-07
5.987072945045673e-16,1.717697504680035e-07
8.115576504892587e-16,4.203508143680067e-07
1.106439254158464e-15,7.272112538786811e-07
6.207647339999326e-16,1.2226360776787286e-06
6.820839114495351e-16,1.1689575628128727e-06
3.4320402653954607e-16,4.3120935614458254e-07
1.2373643271678652e-15,1.815686021483917e-06
7.026547692571383e-16,3.945030124744464e-07
5.437033721949494e-16,2.690517534544875e-07
7.720988824955163e-16,3.508090984214347e-07
5.454084283425329e-16,5.19725734306763e-07
5.803484963102549e-16,2.8178562122734505e-07
3.7381399826862354e-16,3.632744457486849e-07
6.537364375379712e-16,3.870427533825064e-07
7.164333493651803e-16,1.7948396244350411e-06
4.1715215908239265e-16,5.361190293784954e-07
6.889789081598159e-16,3.5231377276975245e-07
6.191371740371666e-16,2.464924612716956e-07
2.3982439487236094e-16,1.440353441431806e-07
9.09767385703118e-16,6.439125895116249e-07
6.628442370035673e-16,2.637715646085945e-07
5.071681703580076e-16,3.479714109503581e-07
1.3320583811631069e-15,3.402799222944161e-07
1.839991908758787e-15,7.529643749440611e-07
1.6365617029528105e-15,4.309087966540915e-07
1.3023936566138528e-15,3.1603763450035063e-07
1.3903386468192533e-15,5.34788093801776e-07
7.679552384680395e-16,2.798556485996968e-07
1.4914134855550525e-15,4.116377478104318e-07
1.4789425727222545e-15,8.51409651462922e-07
7.26340310741261e-16,3.8410052833149287e-07
1.7692098268393081e-15,7.297090422581145e-07
2.6614417302973542e-15,1.0308179436959656e-06
2.0931879313115794e-15,8.549346785503969e-07
7.277295215876807e-16,2.569781921275505e-07
6.28675124821801e-16,4.483765194373916e-07
7.450565589162136e-16,2.8966708117204083e-07
1.9559348201130246e-15,5.694714791493218e-07
1.3770511568066888e-15,3.850842894849136e-07
1.5587720958796944e-15,5.474887860666331e-07
1.101571521839191e-15,6.546841546599426e-07
1.2908486732598274e-15,5.116467497214094e-07
1.9322768165204755e-15,4.1071478349602285e-07
5.062884616958098e-16,2.9381690397706464e-07
8.881124389371495e-16,3.812725280662031e-07
1.1961123104453974e-15,2.753886633591241e-07
1.080034376011829e-15,4.723616836588593e-07
2.4415161415744352e-15,1.257859590004549e-06
1.7813659097695066e-15,7.360705901363272e-07
1.0105209487151234e-15,2.192445887434942e-06
1.497519481714651e-15,8.329006707844455e-07
4.737999117635475e-16,2.2104785754959242e-07
1.201344306509717e-15,1.8640243333904504e-06
2.262157810215586e-15,1.9324286802480275e-06
1.4467850981795813e-15,5.819889800221052e-07
2.014814409245864e-15,5.528644473942314e-07
1.6560695182656508e-15,3.9441629729491985e-07
6.909343148082014e-16,2.7395222454359754e-07
2.0088128257666275e-15,8.502350285282781e-07
8.392385010285902e-16,2.9949236673709776e-07
2.139193415723653e-15,4.957293545131464e-07
8.635364454110601e-16,2.2455901994795045e-07
7.636109653642282e-16,2.884407741687067e-07
1.799405128194355e-15,6.915510999851138e-07
2.3218380833860855e-15,3.623645199114357e-07
1.1892303686282659e-15,4.623807180668096e-07
1.828602261188034e-15,7.396541056422879e-07
1.2457606505347963e-15,3.7807236049002416e-07
8.433163023354457e-16,5.977923157098398e-07
1.4358759468931641e-15,6.063658671354038e-07
1.3837632958663937e-15,8.344774100325733e-07
1.4015262414213234e-15,6.43253502925479e-07
1.4072206433853661e-15,4.045820318696688e-07
1.4799025435294224e-15,3.766018360367242e-07
1.0747034016914454e-15,3.4870946165385746e-07
3.1334784967305735e-15,1.072914619214056e-06
1.407708442371556e-15,5.985024784090734e-07
2.02512563558154e-15,6.124658092617742e-07
1.5533163089959949e-15,7.375107235873498e-07
1.7432411946010422e-15,1.1389485586656971e-06
2.548418579670691e-15,3.945026404187805e-07
1.7658355768121826e-15,4.856988199281236e-07
1.0144774919159817e-15,4.961363517474687e-07
1.6599044624562506e-15,5.832458816663555e-07
7.82619312865199e-16,3.4853561321731487e-07
1.0113317492205897e-15,3.3145773499467245e-07
7.26274379130364e-16,7.403668986493378e-07
