tau_main,age_main,tau_burst,f_burst,age_burst,sfr_A,normalise,Av_ISM,mu,slope_ISM,slope_BC,imf,metallicity,qpah,umin,alpha,gamma,separation_age,redshift,filters
2983.7647479260627,9977.96639459486,9876.756029100576,0.07546802586947524,10.053970319027826,1.0,True,2.3,0.5,-0.7,-0.7,1,0.02,2.5,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2970.516477039972,4948.786523795675,9843.703861959311,0.13521282137917293,99.97863833865134,1.0,True,0.0,0.5,-0.7,-0.7,1,0.02,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1515.3652198721084,4211.44623592633,2384.752064729024,0.15929350952753654,48.58045083720365,1.0,True,0.8,0.5,-0.7,-0.7,1,0.02,0.47,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1570.0271131921293,3609.766053478016,7157.5561167939795,0.19284593668133587,87.3146678310611,1.0,True,0.0,0.5,-0.7,-0.7,1,0.02,0.47,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2968.356450333687,8467.261528932284,1033.3146837389813,0.0006815666959333888,99.06193476072255,1.0,True,0.1,0.5,-0.7,-0.7,1,0.02,0.47,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2012.962783077572,6300.873414865944,679.3550382552367,0.11532754724959816,60.839737894264864,1.0,True,0.8,0.5,-0.7,-0.7,1,0.004,4.58,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2912.2266284427906,9910.34783394253,3275.1608278475414,0.0853626941165898,37.66289228330946,1.0,True,3.3,0.5,-0.7,-0.7,1,0.004,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2858.729495918334,5238.69304600347,3092.5238242043897,0.020259790823812324,98.72159992442239,1.0,True,1.7,0.5,-0.7,-0.7,1,0.004,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2873.0049143262927,9831.970507433405,6958.38624307662,0.02692311879475348,76.30198032379101,1.0,True,0.3,0.5,-0.7,-0.7,1,0.02,4.58,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2884.4862421999715,6407.273214750244,108.29622539732918,0.010150601511556445,21.90470402870929,1.0,True,0.8,0.5,-0.7,-0.7,1,0.004,2.5,5.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2086.3381386379065,4427.641693718153,9923.72946493916,0.19765355028592765,88.4455792723763,1.0,True,3.3,0.5,-0.7,-0.7,1,0.02,0.47,10.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
2959.7366985512804,7898.702832260121,8497.299635646654,0.1362150548414472,90.07330823706118,1.0,True,0.1,0.5,-0.7,-0.7,1,0.02,2.5,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
1921.2594977592962,5507.354051795475,6876.966099178423,0.19139390299849413,23.22414494478997,1.0,True,1.7,0.5,-0.7,-0.7,1,0.02,4.58,25.0,2,0.02,10,0.8301,B_B90 & V_B90 & FUV
