tau_main,age_main,tau_burst,f_burst,age_burst,E_BV_lines,sfr_A,normalise,E_BV_factor,uv_bump_wavelength,uv_bump_width,uv_bump_amplitude,powerlaw_slope,Ext_law_emission_lines,Rv,imf,metallicity,qpah,umin,alpha,gamma,separation_age,logU,zgas,ne,f_esc,f_dust,lines_width,emission,redshift,filters,sfr,m_star,weights,MAP
2397.4016656814133,8332.822302400004,7566.7276105724095,0.18439453817761578,87.13927991957354,0.009481828485127464,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.429448780455871e-16,9.466267282684398e-08,6.812772323790561e-139,0.0
2992.8260321226576,1487.8395146223738,7654.3635901055095,0.1661508891245482,88.63591152346775,1.6064918468429021,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-2.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,7.657300983493984e-15,1.8513783099556526e-06,9.907172921947405e-27,0.0
2950.9793110142164,9192.44973252523,101.54376668333862,0.06332030362706909,98.65238662923855,0.19004575081428476,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,0.47,5.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.0146114025093909e-16,2.5177438328439767e-07,4.188869393253615e-230,0.0
2789.355411575952,4269.801743206437,1117.2933861226302,0.008395470428352064,97.28091372103952,1.0458743975684657,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,25.0,2,0.02,10,-2.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.0584439149098839e-15,1.7954843093480439e-06,8.440971957029881e-30,0.0
2869.6836284341825,9994.891809142176,9923.628203016306,0.0005375252066817937,12.642082783321229,0.6111191237215088,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,5.0,2,0.02,10,-1.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.599965962492618e-16,2.1614087475234298e-06,4.870256685068505e-72,0.0
2181.456792473423,1916.0533232652288,100.00015405099111,0.0018507468820079531,89.29698275496773,1.5255299069685777,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-3.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.95734911925671e-15,3.284926447198763e-06,7.754479649105186e-21,0.0
2999.815421243523,2251.1225643695143,8673.673292347798,0.19593684703174052,98.30609429915793,1.6494259442335095,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,8.657383750768106e-15,2.269667802469347e-06,4.029989915249457e-21,0.0
1531.133789574316,1107.3641134295267,4310.205848353485,0.00028873468882806286,81.57381158417577,1.4190299224564051,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,5.0,2,0.02,10,-1.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.0542438804880448e-15,1.4467825979020445e-06,1.3598457344384228e-28,0.0
1559.5349132516096,1430.9148761754477,9451.235740143018,0.09310936820238624,99.40118605203368,1.8544026173445787,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-3.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.0744745375994994e-14,3.890120051556819e-06,5.144613236149083e-21,0.0
1853.480393820605,1000.2409831590685,9869.280877176867,0.016415372945168677,98.33505274560899,0.9234460833563871,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.6718097211972174e-15,6.338006156648707e-07,4.487213813201797e-05,0.0
2957.889384533159,7998.428896933468,3934.615715088039,0.16937406927611562,71.92626635667341,0.39376759143528517,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,5.97646690095654e-16,1.4699406688213063e-07,9.519181190910692e-259,0.0
2854.20792348683,8194.887917195705,7893.348146726397,0.008461380629667309,58.27059219116026,1.5487637721692478,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,4.692637725856542e-15,1.1966902677880531e-05,2.728530994909687e-20,0.0
2642.5511751621316,1188.8761334708233,9964.55324682181,0.01746946051365561,98.41787090508353,0.05383950682273042,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,25.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.4381859494435577e-16,6.011909274816166e-08,3.9087472839253376e-259,0.0
2979.453408257766,9924.962246363595,9956.058985143965,0.06174759775533603,72.51546993903267,1.4690146918659375,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,7.555694585220481e-15,4.696881104960273e-06,6.347093042943647e-12,0.0
2118.0942371307733,9856.386552148264,4703.769041441362,0.19073140617228734,98.34346518208834,0.3068203696878118,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,25.0,2,0.02,10,-1.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.8093141350601852e-16,5.33586302339523e-08,0.0,0.0
2986.8066054923875,5262.18793869738,356.17874800075697,0.1440147677738269,38.129659212921965,1.6907942226198154,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.512904399564733e-14,2.4935242613055135e-06,7.221542087586316e-12,0.0
2229.768518716902,1005.5857298687224,9999.775904056682,0.166501318822794,53.539535807055735,0.5564418301983296,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,10.0,2,0.02,10,-2.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,6.794896953807099e-16,1.0448316550727404e-07,4.317436027828018e-238,0.0
2392.8274230643156,6608.405915806718,3687.1775168427985,0.0883523315914549,22.933321519690622,0.16743597068722726,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,8.045047358986452e-16,1.1620654526668768e-07,9.862164183831974e-123,0.0
2426.3452159654676,5431.926917244293,7422.734170942444,0.12609167463698978,64.77219754779375,0.8331579004596787,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,25.0,2,0.02,10,-3.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.0715741423190463e-15,5.8852635835066e-07,2.7131562987265045e-10,0.0
2473.113922311746,1000.0680032571454,530.9946107820178,0.11180866673428234,21.788928092901855,0.8157517576019031,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,5.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.257773060061521e-15,2.33172007564266e-07,1.6622427866157722e-42,0.0
2999.992388028244,8601.742829712513,9988.214376811131,0.11528014229719813,84.07165738940385,0.00012129481543254883,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-2.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.336981578097999e-16,5.425265491353088e-08,0.0,0.0
2436.8961755512805,4258.873524985981,601.2091376613007,0.19993590197060657,73.81829779209785,0.022906086647048518,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,5.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.7533976207230407e-16,6.21029797713161e-08,2.3522129423745056e-171,0.0
2999.571419010928,1029.969186135946,2230.434712149393,0.12382279625630288,50.090007163730114,1.1004146687199068e-06,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,25.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.771362826561123e-16,4.850430227162033e-08,4.040232390762366e-114,0.0
2572.8969664208003,2103.0424592958025,7263.099404913744,0.170895341174792,38.425944634590344,1.412843329772644,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,8.387989475793863e-15,1.1137951213428264e-06,1.2846736483129466e-06,0.0
2664.503655281446,5840.492758719665,1595.610830021611,0.032019128463459945,28.08529426045699,0.9549869995226086,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.2699145485509456e-15,1.4965788849391768e-06,1.4353256134052001e-06,0.0
2867.5432512814486,8489.846877871809,7176.002135461065,0.02847774298492939,42.607202032113456,1.4890874914481287,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,5.0,2,0.02,10,-1.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,5.94269641349966e-15,4.3810762109491175e-06,2.2479274619715218e-63,0.0
1900.2745134974707,1009.3029634130107,1874.333500725871,2.4555591591868264e-05,99.03246481092056,1.7760095466073165,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,10.0,2,0.02,10,-1.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,6.502742189765635e-15,2.6508059098038036e-06,5.33873982676002e-28,0.0
2999.944876054291,1003.9991890983365,999.276447517519,0.07490671220276957,71.3996521835378,1.6873056055195632,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,8.66296439974583e-15,2.24781672866088e-06,4.792518759612306e-17,0.0
1500.6009997874714,2525.438719514599,3541.6085124599194,0.00942859973332208,59.501326443857096,0.18431087641348265,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-1.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.1675260842194755e-16,2.3553026502831771e-07,4.1286319902351073e-166,0.0
2981.8044415726636,1546.2616174446266,102.6541550961283,0.0006023836898678969,13.229118714455907,0.9566418307272522,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,25.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.2968321479827624e-15,7.488330708491569e-07,1.745457662747636e-07,0.0
2992.964876288779,3731.1146847269783,3887.403511168298,0.002081405692454269,99.99549394733206,0.0003318488224044458,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,25.0,2,0.02,10,-2.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.1025702627947511e-16,1.8191466777509077e-07,3.9194446908402195e-120,0.0
2814.702106155049,5525.231572456152,9401.282975172686,0.19857203555843989,38.82435339979151,0.28605757487963324,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,10.0,2,0.02,10,-1.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.2032203937607487e-16,2.5631808842818302e-08,0.0,0.0
2998.634891324971,9411.211097921749,6513.140830238324,9.430922876516035e-05,92.84518169125593,1.9038276559970069,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-1.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.774368730382325e-15,3.657731677791523e-05,2.0154692688799983e-40,0.0
2857.219175772046,4576.952196186355,9999.961084344912,0.07473741442915771,92.16085573434081,0.031898158582600145,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,25.0,2,0.02,10,-1.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.151685096455638e-16,6.638451571765046e-08,0.0,0.0
1515.3103891985115,1032.7734092461305,6078.777756961207,0.18664927887489965,10.02106588119716,0.29723134541132223,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,4.58351128059647e-16,1.6720853887592346e-08,0.0,0.0
2707.5368760832757,3204.2712672506887,2998.3807343212193,0.08680738570247715,97.71014524224695,1.0058785739347034,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-3.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.30460876395113e-15,1.155985669341547e-06,1.7688876557831964e-07,0.0
2739.8034020952646,6244.586040190854,8505.798069723987,0.054818124418226866,92.73815808159998,0.000392893246127457,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,5.0,2,0.02,10,-3.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.5479823777144106e-16,2.0299390643425537e-07,2.9848666326580486e-58,0.0
2999.9999672693893,1039.2334607160228,190.33593683676008,0.19985020070963228,94.57432622025624,0.766874799398338,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,0.47,10.0,2,0.02,10,-2.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.1061348461305868e-15,2.550417137312541e-07,2.914091923162731e-79,0.0
2999.3290037087304,7576.104716732001,9578.317113306424,5.581689208919438e-05,32.86414143200804,0.0016767329649793883,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,9.595394836858315e-17,5.611498233149918e-07,3.959707522188316e-133,0.0
2035.6955110852507,9004.394895819427,7623.886631853591,0.020631375532061347,99.90547009432204,0.029647415417706657,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-3.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.883938147974178e-16,6.695521945953399e-07,3.800956414907445e-31,0.0
2854.8220404303515,5201.818078530146,850.7789094108612,0.023576774501096326,94.90672040827035,0.0032000489157697487,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,5.0,2,0.02,10,-2.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.6272864398058674e-16,2.207042893664765e-07,1.3246378852514118e-75,0.0
2995.615406326596,1323.953067397215,1183.456372271501,0.10955208164874403,68.78726005508139,1.7802422655124812,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,10.0,2,0.02,10,-3.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,9.663262515989871e-15,2.398338365782787e-06,5.282004029865058e-19,0.0
1855.202298502679,4061.2226558710963,7614.295394079871,0.0025543508877319543,98.67937298442851,1.8663096372060701,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,5.0,2,0.02,10,-2.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,4.1167569758473605e-15,1.0264165195324386e-05,2.596804658783908e-30,0.0
2999.7422980256188,1336.3771807401681,9782.951219685063,5.4919610661147145e-05,99.99977505446904,0.0001052458890975494,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,25.0,2,0.02,10,-2.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,9.655451692690734e-17,4.9442139897115605e-08,0.0,0.0
2546.8340940760972,3574.8208671198036,7731.260431076206,0.026809112815875752,86.23775755217804,0.004361012792928998,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-2.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.753166786990459e-16,1.688404785633472e-07,1.3162603638643801e-169,0.0
2630.4579252595972,2443.8910031683836,6688.608418530459,0.07508548001469291,69.83539804836025,1.956852446757129,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,10.0,2,0.02,10,-1.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.1862722390936755e-14,4.616726331810853e-06,2.3815348988069924e-28,0.0
2999.035071468275,1195.3543584214822,3160.8762507542915,0.09223478612007677,84.07102790534545,0.12311032132300137,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,2.5,10.0,2,0.02,10,-3.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,3.42711711341904e-16,9.633671693779258e-08,3.9561965689721815e-39,0.0
2948.28483487741,7578.616366659613,3011.5980043763975,0.179890785845806,63.94329075838225,1.9554778812491205,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,25.0,2,0.02,10,-1.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.9445773353667942e-14,3.988514812376149e-06,4.676778205532127e-22,0.0
1776.6025339063578,1544.14909469321,2666.487804565022,0.0034156789928656284,12.435509735380364,0.007001767282202476,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,10.0,2,0.02,10,-3.5,0.004,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.0668812840024671e-16,1.0842749745541253e-07,3.132773237226019e-40,0.0
2999.9650896942294,9379.788257239376,8124.612894343186,0.06445574312852995,57.232530843707806,1.2489122877276495,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.77,10.0,2,0.02,10,-3.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,4.877588488239946e-15,2.2833212410814982e-06,8.667107057064773e-11,0.0
2568.5660010148767,7459.260050511941,8062.210709847019,0.19566439200019628,99.52614572784616,1.838895557683875,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.451816648047527e-14,4.306487581774847e-06,5.101398889682241e-21,0.0
2992.4622958273626,1047.4678583726381,9261.200509733588,6.505772046083713e-08,58.740925816695054,0.2076818941145291,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,2.5548856752443827e-16,1.0244012605570654e-07,8.159521186134892e-223,0.0
2986.678843280427,1232.8116631347038,7887.69857933292,0.053034965289637775,10.022957100215052,0.4392625707439697,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,0.47,5.0,2,0.02,10,-3.5,0.014,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.2368703341569803e-15,1.2634264282608337e-07,1.0001143127862866e-73,0.0
1701.2960038610122,7177.323559513388,4492.499847999879,4.953436570015457e-05,98.16050991498183,4.5215697906275665e-05,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,8.533173343786918e-17,1.1684423538825212e-06,2.1297417444134545e-08,0.0
2049.2464987181575,6360.0315783600145,1062.415874213646,0.0035670921783589327,50.7667893824002,1.924905919183159,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,6.6839466584769556e-15,2.4589583735935858e-05,6.59305421235673e-35,0.0
2975.9315105206488,4426.31856353385,4760.728879518091,0.013591404273490426,76.82418183128888,1.8302677259550877,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,5.0,2,0.02,10,-3.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,5.851638506343313e-15,7.89121383681305e-06,6.01775632608455e-26,0.0
2383.696864935424,1330.6020529545167,1294.292092918371,0.002213098305952732,38.22741775762273,0.08271549173823134,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,0.47,25.0,2,0.02,10,-1.5,0.007,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.1275740935751766e-16,5.7293540170990656e-08,0.0,0.0
2763.9585603771648,9856.038114883328,1802.6504572850645,0.04378252858499973,71.86436531942194,1.7964753729510725,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.022,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,1.2976008772996153e-14,1.1123592318572679e-05,5.7181352092847846e-18,0.0
2995.6152487241234,1047.5835577962316,4523.444669208905,0.011036850816571298,83.66781643286438,0.3215103862299693,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,1.12,5.0,2,0.02,10,-3.5,0.011,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,4.402443591500962e-16,1.6404269683983874e-07,9.576774325529521e-11,0.0
1843.8734653818856,6077.222027860311,3626.079794010664,0.1299421101597909,96.08467621692819,0.6859789802749154,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.004,0.47,10.0,2,0.02,10,-2.5,0.008,100,0.0,0.0,300.0,True,0.6926000118255615,B_B90 & V_B90 & FUV,9.634531186179381e-16,3.9759283079773436e-07,7.26989484284075e-158,0.0
