tau_main,age_main,tau_burst,f_burst,age_burst,E_BV_lines,deep_nebular.logU,deep_nebular.log_O_H,deep_nebular.Age,sfr_A,normalise,E_BV_factor,uv_bump_wavelength,uv_bump_width,uv_bump_amplitude,powerlaw_slope,Ext_law_emission_lines,Rv,imf,metallicity,qpah,umin,alpha,gamma,separation_age,deep_nebular.f_esc,deep_nebular.f_dust,deep_nebular.geometrical_factor,deep_nebular.HbFrac,deep_nebular.log_N_O,deep_nebular.lines_width,deep_nebular.emission,redshift,filters,zgas,ne,beta_calz94,D4000,IRX,EW_lines,luminosity_filters,colours_filters
2999.999775596083,3732.62451653054,5403.914170174845,0.05926880501664941,89.14960821650482,0.881482714162523,-0.1192262256195673,-2.06512379502201,2.0400802945485523,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1679.2146420868442,9810.777982491936,330.32216877826977,0.18424434089215636,39.705499961278505,0.08181106553857509,-0.2942002162647457,-2.0216948314283325,1.0930211643508763,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2931.053246214412,2819.2144679032654,5454.197023802146,0.19991391330874803,60.678513702061565,0.1847144466502284,0.9242009170649694,-2.003762906172246,3.831522531817408,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.9999999990064,9958.878538234883,9993.56387900808,0.1999550890544213,78.76073764879337,1.3683628008788584,0.9858399588992152,-2.104770367754755,2.5620084549132036,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2628.0569981291037,2251.2748940360098,9920.912607624314,0.06547025593185227,39.76094020497855,0.8904718918686585,0.9274585964466426,-2.000515211580707,3.412424662884298,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2993.0261074442938,2436.1509050132163,9768.69335699446,0.013642235360416477,87.54617685844926,0.021761378671217413,0.21257961861687047,-2.0000026723649187,2.4781664400323837,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2475.565482420201,9841.0394097953,9998.463858443534,0.15731052779499777,88.86993391996477,0.277945316061055,-0.6556592775281413,-2.0135388140421506,2.7061287529856273,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2992.4049667047,2213.6787840538973,9957.10243627269,0.007550870036266449,96.25491934968694,0.97378659369094,0.04450794822420545,-3.0659657215365503,4.85746144252857,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1500.0001365604337,9505.680405250589,8153.207920339972,0.034974340029168965,89.03260995486947,0.1320155831828198,0.7755519655283413,-2.5453925627846945,5.377722136756924,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2841.307882405122,7830.309504581923,6815.337588266366,0.17321885950873875,93.72191061515947,0.5904773572342974,0.990407344975778,-2.003054664068293,3.903379549121566,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.9948371837845,2499.417974474941,8691.966324389388,0.0050977440842400745,99.64595149414045,0.8210264075591698,0.39927784317014714,-2.0463254312187615,3.800036253091324,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2584.987841036902,7487.008440780276,1885.9297078704994,0.0003268343066875623,74.28201171718062,0.36098564591565485,0.9095089645243224,-2.0346914686587896,4.15409523231887,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1779.5897009279863,1229.596006366197,9095.003744256728,0.025310302909034826,71.59795233657323,1.0823633220520772,0.7680919765565191,-2.0005711473084045,1.042743927746515,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2677.8533545724686,1022.1076568014214,9674.286764942099,0.016414093572057947,94.38073492088157,0.1241541580970773,0.9296377991134643,-2.0000000042164983,1.2299494279614063,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.989679856716,1153.734378649946,9992.664796465268,0.1980646119229129,99.86389602201442,1.7455966910935774,-0.9869156884985397,-2.8875044576709668,2.0348177748333756,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1546.4046367812316,8621.187246971776,9607.967769801344,0.12558783591808192,44.90245102005194,0.6591132127994985,0.9273051335961624,-2.644107993523738,2.8259767002614207,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1922.292196429388,1661.2037527171105,9774.29344242251,0.19400244622404406,12.69815493543706,0.3682012535857968,0.6745745371994127,-2.001570428621364,1.075138424552847,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2846.3727447201995,4221.392156843298,9937.159922601428,0.19757719523084724,18.976039442413608,0.17208568539162794,-0.9632142902148213,-2.5879907921101943,1.2176239210034527,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2996.0525539742525,9310.379291602556,4559.745148863449,0.19950620355307497,98.55588353096628,0.4034754563365408,0.8005371126129919,-2.113495062614354,3.427123552867552,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1500.0291903478812,2860.053032029032,1431.9593137892662,0.13996769820230537,36.82288540274429,1.4248237343734025,0.5225985184939808,-2.053131798584824,2.043403514617618,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1512.2004761944636,1556.2510375379916,7917.590827187645,0.18725893139176955,10.06991370647529,0.1749171058989618,0.775575926996314,-3.883874767368361,5.362665401541961,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2751.393406611538,4090.932046925238,5252.094246275589,0.0018193144789928895,69.84146453170092,0.2484855861366717,0.9995632852035536,-2.000698202970922,2.550115965934273,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1501.1029577270115,1765.8536934923213,9937.186762434592,0.1770135263593131,89.85408777662329,1.4231797813666303,-0.48573778843242144,-2.0209849124420236,3.7214323660672464,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2864.587780887238,8928.463790898928,9309.518765322173,0.18868440978560103,62.97616333423062,0.5438947871265303,0.9906257345639919,-2.012031219428291,3.4927609132761104,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1670.317390809132,8294.835510904331,9795.415067481277,0.1999321754520125,97.20837180447651,0.4110984992648774,0.9600459560051566,-2.0023141610301574,4.372034624906684,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.9666542618606,7698.688732263592,8418.857431666467,0.0001976785123059266,84.78093495104476,1.7182800132166065,0.538662968205252,-2.499069083049541,5.519776753908421,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.5580286309996,2092.4786761068435,1390.1066173762065,0.1894292194616503,78.54724637736416,0.6989271501160745,-2.045917134651401,-2.191299481859591,1.2248973707465085,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2945.8073966657616,8384.570137576618,2909.4268118924,0.10685123569275376,98.06010396600287,0.23900246180856088,-1.062788245939247,-2.0192896627262207,5.857405116627946,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1912.3176789150903,2748.548128192406,8320.944455051538,0.0012145837242057422,20.58592928031436,0.4425514349504729,0.9592464841766941,-2.001584595733839,1.8366891432391652,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1835.386142303658,4070.9745042974373,2377.1662202634843,0.197235008958291,82.03686838159808,0.3856572207666389,0.02827477378995913,-2.0957204861122514,3.177264415707145,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2841.4607883199515,9999.006206315107,2564.85600421403,0.017819366936131426,49.75785383101247,0.37637591262376446,0.9758114656614726,-2.1189545964393197,1.2640408442374191,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2997.449309350545,9998.167194424514,9960.902470158808,0.01145732092035645,97.85452650650156,0.15253071436887167,0.880729535124225,-2.0076575908783605,5.9053858178848735,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.9985145987766,3465.744109665752,9602.46586266313,0.184547289279701,99.47060436781494,0.6275975550911137,0.9993824805841988,-2.1172912516807876,2.2735631031332897,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2979.7408042206216,9965.46394340882,8650.213171776513,0.000555836663421877,42.44319620568222,1.1279992954589262,0.9989464444383886,-2.357614542986418,4.105157839791417,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2921.707144652225,4748.418835399532,3729.806981345656,0.06859030227756799,84.61639773363616,0.936640867179825,0.9947525445162837,-2.1123503594976163,5.778707929385807,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.833554078803,5203.54937701271,9789.61838882908,0.11124090567169181,93.93086230673622,0.3068642172513849,0.6950203448747387,-2.1375631499472867,4.596322570036324,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2342.594662374221,3686.3524605713346,7543.96963940139,0.1386859590969003,20.218132626615088,0.5103675598674204,-0.7216701019405063,-3.155642673656253,2.6276145189577216,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2876.978695375825,9377.278480115227,1976.1359892085056,0.19993847687528668,34.76956468897991,0.09938026166161218,-0.58973321230267,-2.556501971046877,5.972027976037854,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2249.5436984846065,5775.220382483279,9115.336968896056,0.06607363541091213,28.940126544006034,0.9875811360659899,0.18815148618527977,-2.000000000008595,4.413353609136116,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2640.2287065449755,1003.0400351229018,3325.1138182810546,0.001265038398005236,23.859940478928777,0.9962013729503301,-0.19436204700513038,-2.205145446835187,2.201303044897214,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.676072764698,3262.334211945,6111.530170973151,0.018002091225847172,88.07600759975276,0.4135740643123538,0.9591750862496085,-2.503549670141091,4.608257746559655,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2991.993856506555,4210.085775216372,3100.0759764527493,0.19987998425059308,96.87582468309681,0.6583644946619733,0.629308740346378,-2.0002186949075798,5.207599440631535,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.999827122289,1333.6102483905433,1482.7491470314835,0.1728126011364876,26.74473563818087,0.12383782038059388,0.9311267153028071,-2.000216471632948,5.543571199205357,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1802.0999426699059,1256.1213798531917,3753.985732528223,0.13560331211945648,88.25043100229566,0.7267330554885212,0.7739608628908468,-2.0001465048653917,4.582421819071343,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2997.7984939086714,1059.8538730191976,8687.901345259002,0.1925090251402989,18.237752137989915,1.6751728967356043,0.2964656140334412,-2.01076060142436,3.700058110157149,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1501.539466922332,3720.1505316943903,2768.7412908387296,0.02162100865199254,71.7166063687081,0.8949608074196418,0.881464397856854,-2.021435567716796,5.052319811854148,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2943.776579823499,3053.5683929605084,867.0276799439926,0.1070065588237617,83.8551010238324,0.05692685275869902,0.3764780881659249,-2.0001544158186615,5.20185035354611,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2942.8186941447675,1579.0423823556448,9733.256838822415,0.18588902878087032,17.50547678826055,1.7178266700922866,0.6894048241772378,-2.070510560919478,4.006072910826575,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2807.7428814124546,2914.936931377076,1531.7854954277755,0.17495143071979052,53.605510586032985,0.07668647325806832,0.6850118892195387,-2.9159442665349706,5.143096487568775,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1850.4553328186305,1312.1258207235878,2534.767764449225,0.19752280200812075,70.84347018319082,0.6172477525815543,-0.30036927020475046,-2.209839905859047,4.777020077332837,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2140.1127756373426,7620.392609314476,4663.53600204686,0.17143936797487896,41.28450104564181,0.5654383796461133,0.9824307024705194,-2.014713664015363,2.6494187458504377,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2411.6138841236616,9086.528969488516,7428.19067784015,7.362654965301085e-05,79.3743535625217,0.6134730932203176,0.9847395146878196,-2.0028220484078716,5.987024475216394,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
1538.6321885441569,3876.8726737919296,255.2137084118367,0.048236304193827406,21.59837336076258,0.8837184722462563,0.9997219962144434,-2.0000082278374043,5.331918715376928,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2974.4698093039337,1189.961768788793,2322.1521462211977,0.0021846837860020896,88.72577060928347,0.7363139696402621,-2.1207550087410167,-2.0056583642351997,4.257006825434095,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2992.235955843674,9062.82688530841,4005.20933431482,0.05888338418707681,62.277515854344564,0.11646286312585064,0.9588193524112071,-2.007148421204768,5.250827801688534,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2853.511142025802,1681.1189562944146,3414.692764644268,0.16041589588163652,64.56903857813566,0.3581251462116535,0.9637286284024358,-2.0138433418812007,1.727128108093929,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2788.3143857555006,6198.645162670263,574.3711021326217,0.0036143779748762928,97.93911055974093,0.09640502532249773,0.8513482783544252,-2.007922074574603,4.358694746524877,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2958.4415378676094,5230.145360073507,7350.596038349205,0.01929860442508749,98.56379405194097,0.043146882457322455,0.9871269915358708,-2.782252167444581,1.4815232738144797,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
2999.9076828490115,5316.97969029255,8168.991580207152,0.1557378436133075,30.42138655369699,0.03886004218799122,-1.0498941145153227,-2.0000164757206647,2.1966163436856725,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,0.0,0.0,1.0,1,-1,300.0,True,1.6365,B_B90 & V_B90 & FUV,0.007,100,True,False,True,500.7/1.0 & 656.3/1.0,FUV & V_B90,FUV-NUV & NUV-r_prime
